"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0,33.4917372167627,59.8199163322056,87.9506838812055,115.080416284608,131.020646651501,163.804298181972,161.007190003256,161.51348248304,165.055451223662,166.072882746754,163.400673437928,168.878960924456,171.641898305421,171.794200797125,167.638877749555,163.4397246019,168.425435141292,173.965681338643,174.974424902345,180.4754000049,178.281865882896,173.685891767714,176.746359254702,174.995420994532,176.060035967518,171.736792031921,169.769952429418,171.091825690361,173.083344800773,177.844461208721,177.821611816735,174.523544752739,175.06495071347,169.871912612672,171.791131934465,168.831584031058,164.061730722091,165.662547587315,163.021735833745,162.295207475735,166.49819126815,160.65561703552,163.498056996311,158.535979886368,161.605166299528,164.830497076436,162.860966360451,157.523169173295,157.288971181728,155.764149612607,153.713570302022,148.325913895531,152.023937703776,146.585446150777,143.879589074706,148.923344881077,142.752871914328,140.677270994529,142.629437759572,146.998624174393,142.388880694194,143.187622669549,138.753194953793,144.323424266324,148.063613354973,143.920170743769,138.907927945902,142.428411686851,147.700406030528,149.879919290203,145.923184400323,147.925900759533,143.677960735968,145.118396689272,146.162093722354,144.55129723603,147.396848007764,142.694285193562,138.706647690625,134.357486763344,136.774675634244,132.788155233218,137.155365712695,142.266698728832,146.807175318906,148.30512478212,150.774255016197,148.643924142078,146.780573751888,146.885132621473,147.319007478709,141.542716916292,139.969983918966,140.526565451566,138.941433230764,143.168739756443,144.433306033731,145.392462566268,142.32254827868
0,4.61520999701325,3.05132781600782,-1.30624890781798,3.58486882063675,8.38362712485944,3.92889779263196,1.24497448645972,3.05695121765032,-1.7758084926778,10.2288186648031,22.0504440703827,18.3473373017235,12.0699993897205,5.39929428457955,8.78598009192683,3.86394109704786,-0.390062436199646,0.657710349287892,-0.983125134478376,-1.07769724751084,1.62498040727862,-4.83123543483549,2.19165200457392,8.91054438807879,13.2217526214936,10.1799287896727,11.3454513864653,12.6767134903166,17.1371768279274,13.897383923309,9.26846131835748,4.72589881180678,-0.245345098559599,-3.66373577386685,-8.89525358104836,-12.8801078673285,-2.8157776001428,6.21669195159715,18.3890592995869,27.9334331878898,39.728488354153,50.32612722592,65.3494900857406,74.5104696256441,77.2962494053639,74.8785570853217,73.241988125847,77.3150526798607,72.7017828637455,85.3586062155714,93.9000123699881,109.149537598187,109.282563045081,107.251808121657,110.957997573446,105.733250704496,111.495765983255,110.679370520934,104.659825685875,116.49096127702,130.52102360585,134.594729089372,127.206726679259,132.046584628157,127.325453479493,130.774886025898,132.119560682221,133.966102477229,133.282690987863,130.524160227206,128.45552728138,121.952190927032,121.40825632453,122.86878621051,127.878204461535,126.20582807052,123.933967133595,124.659776893277,120.541426038861,119.939167935667,115.297347135982,110.158611182167,111.953734430959,111.41718025769,111.20995292348,110.888251836717,114.849326620695,119.203491020864,116.503321957008,119.534641167792,114.021188165532,108.379776373814,112.26663639947,111.929827934733,103.522160414803,105.1848599936,109.573472368766,107.168275528214,112.802729252237
0,7.74067987044919,1.42639870069223,6.80570390908028,9.39425432175633,5.73404512640483,0.673417936854749,5.97171198084694,8.02543458472291,3.11098259402103,-0.381083189866236,-1.95783069797985,4.71453171538637,6.7096302083791,3.22042022397807,6.93093827289075,10.4482347872957,8.87376820272476,11.2241728947327,4.99087607462329,1.8266779252386,7.63223353743745,7.5037606445276,10.4702770244002,14.9062207525471,21.503580190952,27.2046080496278,29.5877218261035,24.9053975472232,20.9783630035665,24.1427394634793,20.8818863742181,25.6491104574671,21.5064084536659,17.5874861215517,17.669829123887,17.2608098052889,20.5074433685464,16.1170346880646,20.0411673364706,14.7165850391711,8.01799736678419,3.40238543049727,2.63002673814966,6.60883562946258,10.6994123197634,17.1546120589904,13.2128232774929,13.3378375327658,13.3639891360429,8.78890943097741,9.73386448322525,15.0477405829715,15.4050308808821,19.2304428686923,15.9335969324071,11.4986546290343,9.85163264051467,7.42990677930266,7.77530246517107,9.24550750364148,15.1056008133102,20.5389113947721,24.8632452375175,26.3341118737942,32.66372205156,26.9606519652979,29.2898676850041,33.7817746655275,37.7578323910629,43.6623334926803,46.5593219878423,51.9224480783667,55.3333782594039,57.2301395846591,51.3642657033993,44.521380231233,40.200165791718,44.6270206137997,43.0849875304018,49.2244484183524,51.5699783149998,56.1614019209893,60.3261700882622,64.1094552752598,75.3140077367967,86.6726900327438,99.5325807904666,109.262992581873,120.95137394412,126.319206295847,124.832304710463,124.106734461583,127.252806214795,125.967920945577,125.294182405465,123.330139641055,119.48126173768,124.701168464636,128.050688073209
0,-0.54702460337967,1.76793778987978,3.67245769078034,5.41730841442645,10.8155304674182,14.9547288685148,17.9498311764953,18.885561406465,18.7418520183196,17.9444535101626,21.6009530158574,21.2332128153297,22.8939912144219,22.0786723008426,25.9024861943225,29.3143484253285,28.9378212087058,32.0399377529173,32.114445176284,34.8872156525792,36.0023484950294,37.5733059023137,37.4083198937173,33.6077916484558,29.5299983818012,25.6947813076856,23.4582561196912,20.4495609256395,23.5959912426096,27.3577956095913,23.6458007291002,25.8059587548309,23.7981852165019,27.7078458934058,24.5747565633989,26.8064409918504,26.8714137085764,31.3083789553265,28.2608285409712,27.6806489243518,31.300134521845,35.3070201225031,31.6727980132501,29.6291902880995,35.230443122921,38.0523231603304,39.3992217196569,43.4959480907094,43.3104424196385,48.090683438054,44.8550052566966,49.9058136356594,47.7688127403547,44.1335938015122,40.5702353206044,44.4627496953128,43.428771208183,46.1123538052971,49.9600080976381,45.5305794750242,44.8185754275876,43.9521406758275,45.5652234173717,43.635894601555,48.270191555783,44.2290754879628,47.53862990233,48.7447715883825,51.7976770290833,49.1829641369659,50.2457211679189,50.640171974499,53.8670177685233,50.6969879911206,50.9566660317374,47.7302646638857,52.1154268931928,51.3720125942046,50.5720399920513,46.8002601089444,43.2284201992498,46.6220444734812,50.0114713307394,52.5520020616889,48.991096506422,49.8463396056422,50.9696114066184,43.5638230253905,40.7648165657058,43.8090286889057,40.32171389063,42.0535493025002,42.5450089240269,47.0230226302683,44.8986506207704,42.750111305221,41.1982906904356,40.9841152838025,43.698541794498
0,21.8677748578442,43.534614676962,61.6226110656993,76.8576750267992,102.423232863797,126.151399274485,147.515846589858,165.213752657622,158.961931660735,161.52540143215,168.26171430325,163.589760615047,168.154243380315,172.294445445231,170.420151134775,174.472578549123,178.822082235283,174.638473818458,170.11044254317,169.203762817582,191.549207416113,217.318424479888,240.872729983115,243.941350463365,247.594292540129,250.013177778812,252.422049631253,250.663108402102,252.553252293981,256.864448079992,257.754890023681,256.869465223272,253.073733906523,255.410512120649,255.785541483771,255.236027209242,257.849798022282,251.420958999934,249.307180897972,246.864628297333,251.859347889768,255.388583038937,256.541181609877,250.779825848404,255.566790240422,249.02415925588,254.447509029496,258.517059311202,262.211904956734,259.327730342808,264.241093781337,266.680437636858,269.48851074808,263.128200154354,260.471627074832,261.84343472918,264.460327893334,260.343630165454,261.217121565529,267.701085546497,268.980387093556,274.194965290164,280.263106946628,285.6361852778,288.543024428343,287.688060762092,293.391471510387,290.292556602101,289.43537227589,292.44022932464,287.775540554468,283.598816623508,284.532741534585,286.724639468089,286.427468742332,285.882141907086,289.196326440015,285.135531556939,286.635907968469,290.450386565757,293.19492647612,299.060694795504,303.951147823621,305.944565546709,301.061761140903,296.779190208175,296.580379618164,301.80070858121,298.447914625351,300.416237621582,301.429394537213,298.175904478892,302.215700357822,298.868392906659,304.834191394191,306.006628346355,307.052431491887,300.528622181336,302.152725050259
0,17.9074202151295,30.3401088795056,46.9351026207997,48.9824842616648,47.5941193078583,49.7670431594162,43.868785142185,47.9562808447264,52.5991040267697,55.773566332985,55.551016190092,51.8818279709553,49.1682866074917,45.941825955712,48.0769896935275,46.9755960395332,50.4232579723219,48.5241826388487,44.9582950913501,42.9272592185351,61.6390023807717,78.1616627900716,97.5190591190008,110.665664210859,109.674593825809,112.823184152088,112.214989434046,113.387209382671,118.354405401335,119.000939539326,116.531147539012,110.710052992169,111.202277496457,114.951410098057,110.335476430747,112.055459650572,110.660080331071,107.651859086418,110.647875574438,108.731268300091,102.413219563835,107.155607826682,106.230661596412,99.5667937565938,98.9241218099523,105.447775432235,105.483159936537,106.242208917731,108.015948781296,103.549659914086,104.584210228583,109.095380939188,103.609684055758,102.975207166184,100.751311408218,103.780610209245,98.0825561526674,102.410522862727,107.650859269949,105.71850802063,106.995739358817,107.571882233882,101.131693092893,115.667012939125,127.353391260765,131.661500833918,136.544560797288,136.468748940122,140.151561486887,143.647900647281,147.26893492482,152.0492010264,147.374955406936,151.993654394048,155.129117911394,161.117571897234,155.971116141245,162.182664151685,156.151243117168,155.91622805089,153.810105589496,148.043829711236,148.85511092516,151.031513475242,156.638507469505,155.771938078371,152.140413500258,149.602225477887,149.744797893048,149.323849539841,145.816696492827,140.649954320427,144.553274628785,149.002754694685,147.082278109326,148.527886679425,152.097384475403,152.77412653455,155.844401907908
0,-3.70728014108989,2.48588196384344,-1.15399661651666,-0.783230337677309,-4.04992839551825,-1.37686738093341,0.98157370370171,3.26752580969228,-1.6676833076348,-6.43380689141941,-2.17263075911449,-3.10994905166436,-2.73812118655362,-1.49931814984419,-1.47050478671738,1.88548542123649,-3.80451183498853,-0.0440244972931776,-0.669199256586822,1.40240550837131,-4.31131346556359,-0.100121877961727,-5.75001682952177,-11.3366361040709,-11.7719360010598,-13.5488173872967,-16.2042690010226,-17.0458952093966,-21.95431065149,-28.9354127158586,-25.7800735058955,-25.245085471859,-28.9484072356653,-25.2018182020936,-29.1858445829512,-25.4786993636412,-25.1161944246841,-31.5441638136522,-31.185204609418,-30.3578541019199,-27.2761710938192,-30.2177657685221,-34.2024503137886,-31.8248214365504,-35.5046444086977,-32.1009040459445,-27.711559160591,-32.4249908312719,-36.0144101232836,-35.1671012863528,-36.7865054683443,-36.1963331548556,-34.595472652235,-30.7444710817814,-33.68386875013,-28.5384514410532,-27.6188019644222,-31.6911490939632,-34.1131335832941,-36.9682938321555,-34.8407410659362,-37.7662068489293,-35.1852525079115,-33.1340563586044,-32.2258398808229,-31.271456631552,-32.0546245937499,-28.101039526052,-23.2060464290528,-23.555999757676,-19.2915573542809,-14.4152618250341,-11.9741684039405,-9.43171772258943,-13.5838660374908,-14.6980204693628,-10.6081494206029,-6.26596910597545,-11.361729883557,-8.50434812037568,-10.7241411960166,-12.9077585762375,4.7012475686156,27.6491975702037,51.8307090108456,73.2095165804034,72.2953854409143,77.9478928072061,96.087642870271,102.414635724143,107.237748447747,112.473908185441,109.388034509713,104.022802091776,108.897995242321,112.477003092899,107.820491348715,102.711737779594,95.7557866760663
0,12.1740200683319,26.542785089611,29.0227603889947,27.214631226954,23.8380245138775,27.7571316881052,30.5010909430329,30.4842883951327,33.8264868066422,31.7307340730823,28.0106421774559,26.1718877528899,27.6109108718377,26.2056677662708,29.9415284669169,31.6370527440622,34.1640301323095,37.5073897673741,40.382733497935,41.259956052426,41.6758006964341,38.8490492286301,53.9152464327709,61.6623901072466,81.5402693680135,97.422730336608,109.62088985142,123.335701871398,138.191868899815,133.833672990189,132.830496927658,130.455390140725,128.453772734037,124.18456392219,121.656513102403,121.981873155788,123.457876207885,121.435240298015,114.810393875073,129.675097218008,146.122571861263,160.658482043883,173.30243075919,181.183369592765,178.319568113971,180.408838296277,177.568271597538,181.327719229998,177.389921901016,178.307341678689,173.904191558558,171.246208196034,174.586111264347,171.408626540324,176.279118397481,179.982261927563,182.549781041694,179.893693693075,182.86387828877,180.944417799176,178.483594559657,175.928483615275,190.316442773141,203.495406198561,214.778346702087,226.508873513647,223.969183069766,219.641590244204,224.236491730612,229.101669211159,231.284847339011,232.750847545402,236.725390450645,239.000833260138,235.059550904861,235.717768840511,235.330319157827,238.447217379011,236.601354604316,233.416760149937,228.316551328259,231.813100792397,236.149025065062,240.770152558598,245.351075083871,241.983810647968,236.310467089889,233.275853299378,234.16673187471,229.978219370838,225.837108611726,224.120413104583,224.843049356234,220.78965328953,223.936175311641,226.086853990904,227.71404496506,230.961314300259,227.930803599521
0,-14.3037544398463,-29.3885074654269,-46.1922123147398,-64.2804736778458,-78.8621288410624,-95.705513965212,-111.857438079185,-107.398432651722,-110.643489099348,-112.262632561628,-107.866371489921,-104.343769655709,-101.983740519053,-103.611561880261,-101.85417797693,-100.981909654001,-96.6564685287355,-92.9679434795009,-96.4300279589116,-93.4056198148578,-96.2646569997694,-95.4454332488985,-93.2732827943994,-95.2780487448346,-93.2404455545824,-96.563240043286,-97.9206056646951,-99.688180961942,-101.130215011225,-104.064230618417,-109.021070229651,-112.427267985445,-108.694852069975,-105.659500247961,-107.270383468949,-104.530822017631,-107.969053727317,-103.524411907156,-99.2556969982553,-101.858238655864,-105.936780170847,-109.747004423733,-113.448926970411,-108.370340036769,-103.053451032717,-105.985119388153,-104.617167077168,-107.273372316076,-111.130560833223,-107.266925523737,-108.378446655615,-110.783418038036,-109.265428869438,-115.785274436698,-115.244502912387,-120.298140716156,-118.225024458868,-117.598044925269,-121.07487756081,-116.828748226367,-118.391524293766,-113.845482845411,-116.936595196816,-119.761433976843,-122.591833444059,-127.925220314647,-123.738032285405,-119.406169558129,-116.938344326775,-120.019866429602,-114.56994702954,-109.867491310498,-106.665736415407,-111.191022402807,-109.757860304298,-112.446221963157,-111.037525182174,-112.651685683207,-111.901274020612,-110.093289735419,-107.626493104997,-109.886411934028,-106.376995251445,-107.008447857125,-106.616045319117,-109.738955071997,-124.232864594087,-126.917739230803,-122.482011983206,-119.209842897481,-120.705126216301,-118.561348805619,-116.917483473328,-114.533510304318,-119.763773970236,-123.186470610773,-120.86417883731,-118.23580721152,-115.641559907309
0,34.9442670091879,64.2712097101012,93.4574258497777,122.467504592672,149.314576149393,182.070898584136,211.725422755928,242.297733946045,276.147447736861,303.44795476441,330.47757559362,359.088081832322,391.185299906372,396.008074662369,400.834341536121,403.634260419467,401.693736419951,398.532763571721,400.90592668408,397.109121555451,397.577188066069,394.933900168955,392.858002249422,389.892693007863,392.576670780741,425.575951001983,454.98156588583,494.951961733375,528.610463644847,526.378778632806,531.138579030285,526.899333826615,521.046467708154,524.679971869878,526.463035839113,531.348540748393,531.595552310989,535.382864294621,540.302171109646,542.826023602007,536.901683232806,533.044376138106,533.827274494626,535.63068939312,531.663378176122,530.598244917262,534.475652421731,531.528258851655,532.353464464729,532.452302171192,528.548246165053,531.704116989333,535.511827174021,530.532047784803,532.742286665384,531.749677506572,532.675475265393,535.974522972329,535.963812734624,538.618534486495,537.319066412433,533.581621039994,528.488547613566,523.728592355912,520.197076969605,520.323362807116,522.342513026663,528.69544375275,525.131356869649,526.029469878808,530.300305576622,525.58866215054,524.396043203183,521.662616027783,525.0476152154,524.261402529464,517.620375629259,520.910760722011,514.150499012653,512.747668336085,513.975409559746,509.865111870439,505.614218456822,503.74066697745,506.094531198059,503.464964893334,506.670186709368,503.492384817898,506.638803366688,511.382157175227,515.419854310258,516.533139463702,512.940417035234,510.215570320949,508.458246177197,510.539817372711,509.000140925452,505.442303369936,508.909801870548
0,-9.5855665374997,-20.6464139098035,-29.7313298027532,-28.7648561749454,-25.8514299405843,-23.4828790819711,-30.444739571879,-39.298857655231,-49.1393777159714,-47.6398427044229,-51.364492633222,-53.4285880537272,-57.9086735828103,-59.5080257784905,-58.7643253978935,-55.5556225974624,-51.5580987960841,-52.9684830319649,-54.0257428341545,-56.605081463089,-51.5818501039759,-48.1999051990844,-45.4479220877372,-46.1548550589809,-49.416223172804,-45.809317834003,-52.1878080789052,-53.5625265747171,-58.4765121494259,-60.705541408732,-56.0751379660558,-59.9480805086719,-54.7441207129813,-49.9664596456212,-53.6680735225237,-51.242144910202,-51.900759906407,-52.1315309061671,-53.2469377946607,-52.9726196545781,-53.8322747898804,-50.4022450297068,-52.4729175714038,-55.2037268901943,-55.2334906606211,-50.2725398387116,-49.8850733491794,-46.4142762511481,-51.4077847841642,-50.3131161011104,-44.3112244417054,-42.7814257737176,-43.1686604888321,-43.0398452441307,-37.1628122031559,-39.274106739327,-37.6206476014124,-37.7261520833667,-34.006452971847,-31.1991154135677,-35.8075949307518,-35.0692377697966,-36.0076124324056,-36.9274195936451,-37.9528375716892,-41.7050060082587,-36.6298295324804,-36.6258538285343,-33.7074479323934,-36.8965097614918,-34.9745574035633,-39.3328157589525,-39.1754890142939,-33.5064544667303,-27.9105812547486,-27.0932484710126,-28.5158271500421,-24.6473070109317,-27.4063178408236,-24.106594646422,-18.0772735504899,-17.1352355893168,-12.6874144445738,-15.3990428418311,-12.6595719089586,-12.5847139171591,-9.14307113918449,-6.02203749104881,-6.49296972674403,-6.2137303033513,-11.8430056445839,-17.0616349551746,-18.5940032488916,-11.2702208698067,-11.6703191006338,-14.2516411503211,-13.7540333770443,-16.2401536692028,-13.5782654497832
0,-12.7355202133482,-24.9432931554701,-23.4080425736503,-20.8161581782874,-17.9059381626875,-13.8094105429874,-17.6570957864016,-20.9392338383944,-15.3769755126023,-12.4006714539885,-7.05839583113715,-10.3913174785319,-9.56557430321446,-10.3805521133545,-4.87160469939481,-6.39550358055234,-9.82838862110172,-3.55356839961571,-6.93427403631231,-10.3866280530546,-8.4029527776287,-6.58584171330706,-3.7420268316632,-2.58474528763588,-5.57992174257896,-2.7383193757159,-6.53713805101786,-12.6005361799704,-17.9316203836055,-13.2473976611008,-6.79677393721101,-2.02064022780471,1.71099005737283,3.55769834880363,5.77883298690373,8.01317341791612,8.62366759816081,12.3864168280797,9.38111347028895,9.70427191163634,2.75570287238629,-2.81918707702175,1.26641917949793,-3.43816690165256,-0.450372866984759,-2.29474580476456,0.00431110382423538,-3.43107972202843,-6.07872888684643,-5.67133526734405,-1.85863496622257,2.80635964821755,0.769660180829264,-5.32823790978797,-5.3584738528293,-10.3218123844696,-7.96408360533643,-3.66695976427073,-5.64146989081057,-0.478237321419682,-5.84120740774762,-6.75330620686107,-3.2033798841118,-5.66056479246015,0.214466024726137,5.52122628122054,11.4223589217382,13.2054382683014,19.2504705651274,20.1638392217156,18.1161304007084,19.8282414252064,15.6344360866286,13.7733633086395,-0.0891911445272431,-13.6601500592464,-25.1936751994454,-22.3852634594181,-25.1978538369686,-20.0425025406398,-16.8648256929753,-11.5465589591566,-7.66227601093786,-2.33419737992651,-3.58258676406848,2.87279427435532,1.3943472936937,0.181867144566961,-1.70415397949682,-3.24473596522458,2.3188548590454,0.271132492560368,1.03467160318014,8.04246995434367,4.25883862679239,0.796631925333972,5.48179166104818,-5.28956358790871,-20.104667300522
